horrible,-0.964014194,4428
isn,0.064962885,4387
watch,-0.126493651,4302
account,-0.102846192,4300
connection,-0.11931843,4291
rom,0.110565953,4252
couldn,0.085379291,4244
system,0.082359174,4191
pictures,-0.12478198,4169
upgrade,-0.066591925,4160
connect,-0.199412668,4156
loved,0.167675108,4151
addictive,0.397684098,4131
often,0.127899251,4094
terrible,-0.914092825,4043
location,-0.118776415,4035
helps,0.250923806,4012
freezes,-0.538588797,3960
bugs,-0.086401253,3929
plus,0.070409009,3925
ur,0.082373961,3850
lg,-0.061881289,3836
log,-0.258801325,3807
constantly,-0.187903695,3790
stopped,-0.480869066,3767
movies,-0.055897755,3767
default,0.100466919,3727
point,-0.207902036,3723
superb,0.584962174,3694
goes,-0.148478086,3606
sweet,0.602392044,3572
lost,-0.305763718,3559
remove,-0.249212293,3557
boring,-0.994023051,3529
recommended,0.151105366,3524
years,0.053493124,3505
seem,0.130767721,3501
wait,0.283984702,3497
faster,0.12470584,3484
manager,0.063598483,3475
daily,0.116204819,3474
saved,0.236123816,3422
either,0.088312544,3420
trial,-0.227994522,3406
permissions,-0.180322538,3389
he,0.077908806,3387
easily,0.082364365,3381
functionality,-0.060078879,3362
black,-0.162324829,3358
friends,0.089657441,3342
purchase,-0.058259242,3292
haven,0.237771142,3281
purchased,-0.100045316,3275
information,-0.082360904,3270
review,0.053503755,3227
luv,0.516601714,3190
started,-0.09608495,3183
edit,0.07311608,3166
may,0.059473642,3157
okay,-0.132529194,3141
print,-0.134268913,3139
properly,0.058773225,3128
disappointed,-0.568946612,3106
english,-0.205037455,3090
kind,0.076809408,3067
buggy,-0.38735555,3064
everyone,0.062013633,3062
epic,0.055816309,3047
half,-0.15444698,3010
smooth,0.179418674,3003
updating,-0.108755042,2997
downloading,-0.1538132,2964
fc,-0.612255845,2963
yes,0.342806054,2963
graphics,-0.159873001,2950
g,0.170202993,2949
crash,-0.439571935,2944
folder,0.064615523,2940
alot,0.052798071,2935
understand,0.071729321,2926
enjoy,0.14759405,2902
sounds,-0.208734589,2883
clean,0.131832867,2880
picture,-0.122988129,2863
quickly,0.057969163,2857
plz,-0.054315373,2854
everytime,-0.244547674,2850
closing,-0.274556411,2849
basic,-0.168223083,2840
worst,-0.913430022,2830
went,-0.075050294,2828
clear,0.111981231,2825
wtf,-0.916486035,2815
password,-0.077381179,2804
supposed,0.189483259,2778
website,-0.088053816,2774
web,-0.065167327,2731
lame,-1.163845024,2701
custom,0.068187163,2680
loading,-0.21194664,2669
crashing,-0.571880603,2662
design,-0.084455702,2639
buying,0.081064146,2637
saves,0.287183547,2613
content,-0.147490097,2602
test,-0.076602793,2592
response,-0.056810144,2582
learn,0.094476249,2571
loves,0.408006532,2567
smart,0.150367191,2565
power,0.070694695,2563
broken,-0.579285584,2552
ask,0.143958791,2547
ad,-0.189171127,2545
videos,-0.054622646,2545
seconds,-0.059013497,2528
god,0.12082377,2515
layout,-0.074769217,2483
uses,-0.158398862,2481
rather,-0.072250992,2457
gave,-0.113764748,2456
possible,0.069215067,2453
glad,0.202198642,2445
pls,-0.055344986,2441
funny,0.279708245,2440
bean,-0.084084431,2427
unless,-0.059669803,2407
unable,-0.54964728,2400
concept,-0.372576303,2396
probably,0.059810158,2396
stops,-0.334516972,2385
gud,0.37930808,2379
v,0.061620568,2371
fail,-0.762797311,2363
server,-0.05982793,2344
reliable,0.164309667,2339
mind,0.199615248,2339
numbers,-0.105605868,2326
guess,-0.087134082,2319
convenient,0.253147347,2315
changes,-0.097760613,2306
cause,0.103656954,2295
language,-0.072498706,2291
kept,-0.281576603,2270
addicting,0.412709442,2266
garbage,-0.931877616,2217
flashlight,0.174114317,2200
limited,-0.330351071,2197
flawlessly,0.345964778,2197
responsive,0.095448847,2170
advertised,0.276398215,2156
gone,-0.271192685,2151
difficult,-0.216515843,2144
compatible,-0.198177924,2144
today,0.079590891,2138
man,0.100710848,2136
seriously,-0.188681432,2135
controls,-0.133266293,2129
rubbish,-1.121061531,2127
everyday,0.14507934,2116
challenging,0.142948841,2105
stuck,-0.178633703,2086
blank,-0.511264153,2073
restart,-0.070734476,2073
sorry,-0.381093055,2072
loads,-0.12402816,2071
frustrating,-0.335485561,2065
taking,-0.072037608,2055
past,-0.116508527,2047
installing,-0.085756027,2044
reinstall,0.10842846,2040
paying,-0.061680411,2028
calculator,0.097701512,2025
client,0.054683244,2019
showing,-0.066468665,2016
three,-0.057101448,2014
forever,-0.102059587,2003
login,-0.345715656,2002
although,0.127786836,1995
shame,-0.364345131,1992
intuitive,0.060296531,1984
hide,0.0766961,1980
fails,-0.349892593,1974
charm,0.375183684,1964
white,-0.133016969,1962
none,-0.169291921,1946
didnt,-0.580645775,1925
images,-0.088799329,1917
twice,-0.22765372,1915
happened,-0.374045903,1911
usage,-0.063427184,1911
results,-0.127586511,1909
impressed,0.103874362,1906
scan,-0.05594497,1897
rocks,0.542216671,1895
hero,-0.152724414,1887
deleted,-0.41426494,1886
failed,-0.339784763,1883
lag,-0.081976189,1880
she,0.052684385,1870
supported,-0.195269108,1869
<3,0.273474468,1868
believe,0.279497538,1862
potential,-0.127965389,1854
sort,-0.148498431,1848
roms,0.064754158,1845
sign,-0.260489842,1842
forced,-0.406797243,1837
junk,-0.870776963,1834
hell,-0.22223924,1833
adds,-0.162763384,1829
yeah,0.280369586,1810
improved,0.14545471,1806
ive,0.09366729,1799
remember,0.153216748,1798
suck,-0.789740058,1797
bright,0.172221018,1795
f,-0.175744437,1794
future,0.125301005,1790
unfortunately,-0.08797106,1789
standard,0.131218673,1785
bloatware,-0.894156024,1778
hour,-0.061407998,1776
comments,0.054140281,1752
interesting,0.159919206,1751
awful,-0.854098955,1749
comment,0.13192122,1745
wasn,0.178192346,1744
random,-0.083857068,1740
helped,0.313560473,1740
total,-0.075488542,1735
lets,0.072011766,1732
tuner,0.132848769,1732
solid,0.231508828,1732
personal,-0.103527141,1730
tablets,-0.061271451,1726
worse,-0.461142914,1723
major,-0.088486741,1717
period,0.1116936,1714
gas,0.163917917,1714
hi,0.249815978,1713
gr8,0.522478963,1711
outstanding,0.552262718,1710
errors,-0.307436863,1703
till,-0.157531795,1698
opening,-0.18084031,1692
usefull,0.367733861,1692
crashed,-0.694297383,1691
follow,0.131679407,1666
penny,0.264418626,1656
stable,0.16195524,1655
tells,-0.156830126,1650
printer,-0.073359703,1640
closed,-0.358945517,1637
plays,-0.078417173,1630
worthless,-1.027941518,1628
removed,-0.308688009,1628
area,-0.065283766,1627
starts,-0.174315328,1609
instructions,-0.079263012,1608
mytouch,-0.096199378,1606
spam,-0.615514448,1601
matter,0.115188533,1600
immediately,-0.070952553,1598
prefer,-0.123723446,1595
usb,0.137378132,1591
loving,0.444407899,1581
ugly,-0.409423464,1561
hear,-0.110802408,1556
dumb,-0.880679881,1547
saver,0.312893857,1543
expensive,-0.255682483,1538
effective,0.224407664,1530
anyway,0.14373466,1529
itunes,0.063750836,1524
essential,0.496968074,1520
bring,-0.076122737,1512
complaints,0.50380963,1511
20,-0.0732265,1508
articles,-0.067482733,1507
beat,0.234140122,1507
moment,-0.124051987,1505
leave,0.126971031,1503
based,0.057369883,1497
sad,-0.567374301,1490
freezing,-0.341341295,1484
bother,-0.321538015,1480
push,-0.116806245,1477
unusable,-0.764160251,1469
thumbs,0.194147014,1468
30,-0.077202491,1463
omg,0.133966743,1457
thx,0.315736932,1454
usually,0.102867142,1451
ace,0.07686541,1450
questions,-0.118893375,1447
laggy,-0.314652853,1438
neat,0.280854847,1436
stream,-0.055024509,1430
pic,-0.054290261,1421
average,-0.265307117,1417
permission,-0.180014702,1409
freeze,-0.200031942,1406
answer,-0.061372426,1405
requires,-0.308090266,1399
safe,0.290591639,1393
asap,-0.071056961,1392
wants,-0.39280105,1388
non,-0.206702072,1383
aren,0.106744541,1382
constant,-0.151948532,1377
cost,-0.079450122,1374
her,0.060275846,1368
launch,-0.230843712,1367
crazy,-0.071508399,1367
os,0.052114797,1367
fan,0.088618122,1354
asking,-0.219328136,1351
fully,0.108304155,1349
powerful,0.240204555,1348
deals,-0.141352,1339
TRUE,0.086654241,1338
links,-0.115887629,1337
chinese,-0.1328939,1336
class,0.128804682,1336
pointless,-0.895312924,1334
impossible,-0.407638215,1334
forget,0.07020738,1328
brain,0.204432084,1327
import,-0.075679096,1326
k,0.146309058,1322
syncing,-0.07163391,1319
nicely,0.32094263,1315
drain,-0.093096763,1308
disappointing,-0.725379383,1305
opens,-0.25922944,1304
randomly,-0.107219324,1301
minute,-0.068252763,1301
confusing,-0.376643336,1300
complaint,0.270088938,1300
looked,-0.146029127,1297
x10,-0.076795403,1294
happens,-0.095567001,1289
lack,-0.184146601,1286
zero,-0.388969193,1280
names,-0.054534575,1279
reply,-0.054719099,1271
hey,0.09638323,1262
demo,-0.185263321,1256
flawless,0.48288575,1255
accounts,-0.079999223,1253
id,-0.124753739,1252
100%,0.143614571,1246
opened,-0.178992669,1245
higher,-0.11405537,1242
care,0.089909222,1241
thinking,0.07120516,1213
meh,-0.612285777,1210
friend,0.080052425,1209
locked,-0.154681121,1208
alright,-0.064758516,1203
solution,0.083054769,1195
city,-0.137057706,1194
recognize,-0.158806737,1187
above,0.097049759,1183
fixes,0.126600279,1183
prices,-0.078894783,1182
lovely,0.386850739,1180
min,-0.134946036,1179
causes,-0.177318727,1178
tons,0.12443119,1172
process,0.056140712,1166
lags,-0.294860447,1162
mp3,0.133751402,1162
integration,-0.060539135,1160
cut,-0.088048621,1154
profiles,0.070019656,1154
dvr,-0.083349696,1153
wildfire,-0.071894609,1151
greatest,0.56284186,1148
cuz,0.172172474,1146
ill,-0.147235128,1145
art,0.050470263,1143
hopefully,0.090902366,1142
suggestion,0.112247336,1136
ios,-0.073223731,1135
special,0.05765625,1135
yay,0.570255986,1134
cm7,0.057601743,1132
morning,0.056105024,1127
xda,0.156264001,1126
forces,-0.603243799,1113
case,0.14965988,1112
prediction,-0.055346162,1110
agree,-0.186945326,1101
him,0.053565959,1097
air,-0.161698427,1096
distance,-0.06788748,1086
crappy,-0.604946305,1084
drive,0.052312675,1084
near,-0.09510436,1081
school,0.09241085,1075
article,-0.058339549,1070
enable,-0.050227684,1064
jesus,0.182190131,1064
entertaining,0.255059231,1059
weird,-0.19210219,1055
moved,-0.051110355,1054
locks,-0.399061758,1051
broke,-0.333035434,1049
water,0.279171366,1047
board,-0.059776177,1046
telling,-0.229131276,1027
fault,0.613661452,1027
ipad,-0.119172971,1025
complicated,-0.249406549,1023
reinstalled,0.456237783,1023
quit,-0.120117575,1022
ya,0.07528753,1021
lacks,-0.357505343,1010
serious,-0.079520844,1010
wasted,-0.388725716,1004
called,-0.106620095,1001
loaded,-0.06576776,1001
decided,0.102880695,991
t-mobile,0.08934901,989
stays,-0.050667089,986
sending,-0.10879131,984
source,0.109195928,984
impressive,0.381394219,984
difference,0.123619699,981
hot,0.123980559,981
bored,-0.127237521,978
spot,0.159031607,976
fake,-0.607800266,973
kernel,0.060604455,971
course,0.220404966,970
h,0.18901891,966
ppl,0.133728421,964
drains,-0.671173131,962
privacy,-0.096719721,962
mr,0.203955106,961
titanium,0.066613417,960
ready,0.062060959,957
stick,-0.282755186,955
kool,0.460768527,953
pain,-0.100797985,952
require,0.104551431,950
noticed,0.055146151,943
satisfied,0.253688417,943
hangs,-0.513466888,942
notepad,0.095436402,942
deleting,-0.308846359,941
pocket,0.083702603,938
tested,0.069696724,936
efficient,0.202208801,930
listed,-0.069402659,924
wake,0.081593713,924
daughter,0.081841046,924
se,-0.139408362,920
ugh,-0.770698082,918
sandwich,-0.122547865,918
miles,-0.161280229,917
resolution,-0.12108446,917
pleased,0.249841029,917
saw,0.07678655,916
ridiculous,-0.465073629,911
su,0.05597588,911
tasker,0.153962478,910
report,0.094950155,909
appreciate,0.180499541,909
donate,0.14644322,908
slacker,0.141930959,905
wife,0.120272734,896
avoid,-0.341173095,894
quotes,-0.170801541,893
described,0.234774034,892
gay,-0.305308113,890
ease,0.055940713,889
gotta,0.083922314,886
luck,-0.058686737,881
sux,-1.154066135,880
dead,-0.201201985,878
receive,-0.050324989,877
tiny,-0.103687884,874
messed,-0.491119898,872
recordings,-0.096132902,871
ringtones,-0.063820119,871
received,-0.111807539,870
favourite,0.251588893,869
tin,0.377558281,869
tweet,0.088151054,868
un,-0.272238844,867
100,0.07530727,863
shouldn,0.200904871,863
joke,-0.618292177,862
favorites,0.053087239,862
showed,-0.178873704,861
jump,-0.07066347,860
rock,0.304677829,858
mess,-0.16300864,855
thanx,0.292915288,855
bonus,0.255206671,847
deserves,0.18357403,845
lacking,-0.3202021,843
sick,0.185444216,838
unlike,0.228235756,838
addicted,0.443436695,834
en,-0.05314032,832
mins,-0.08797424,831
warning,-0.21915371,829
behind,-0.199615665,829
cache,0.115989338,828
whats,-0.155902466,823
beats,0.24995553,822
kills,-0.336366711,820
displays,-0.073640765,819
credit,-0.175795737,816
locations,-0.128277866,814
kies,0.178087023,807
virus,-0.551307189,802
thus,0.062262374,802
fav,0.325445261,795
rooting,0.149113733,793
dx,0.059927022,792
eh,-0.579613915,789
native,0.069055316,788
plenty,0.07677053,788
j,0.251582006,788
ran,-0.055919222,787
face,-0.050521932,786
apply,-0.080028401,785
window,0.057047745,783
direct,0.072338119,783
haha,0.309218355,782
complain,0.598521894,781
incredibly,0.089549652,778
nor,-0.140779162,774
>,-0.112876769,773
unique,0.163364428,773
rarely,-0.268408944,768
complaining,0.517079719,764
smoothly,0.15750643,763
boo,-0.993666177,762
informative,0.206278729,762
beautifully,0.310224218,761
predictions,-0.079644558,760
magic,0.092564374,760
taken,-0.084645338,759
asks,-0.238171012,758
yo,0.148557453,754
#NAME?,0.202816266,754
mb,-0.143714888,753
rules,0.108917399,751
bs,-0.682136395,750
official,0.113404451,750
products,-0.073475043,748
slower,-0.203581258,744
beware,-0.581352678,739
finger,0.054872519,737
tired,-0.143691027,736
awesomeness,0.642946653,732
necessary,0.126650487,731
lines,-0.083355783,730
mog,0.172768689,729
recorded,-0.236294169,727
idk,-0.151864559,725
ruined,-0.804543759,721
solved,0.246778299,718
fascinate,-0.121028646,717
perhaps,0.076538731,717
superuser,0.177251516,716
flow,0.28891834,714
es,-0.113665047,713
putting,-0.072609371,713
improving,0.126224608,713
siri,0.065219873,711
mention,0.085179626,711
stories,-0.062951615,709
action,0.097250057,709
replace,0.1025076,709
build,0.054331475,706
froze,-0.720199069,704
hang,-0.0645845,704
wi-fi,0.053741209,703
purchasing,-0.064394544,702
beyond,0.067188927,702
newest,0.133519339,702
shuts,-0.480479759,700
realy,0.05460894,699
wonder,0.055009512,699
upgrading,0.13536046,699
pulse,0.121073602,697
enabled,0.06045522,693
finds,-0.054753466,692
spanish,-0.091807273,690
adobe,0.101460841,689
amazingly,0.242028333,689
regret,0.207487891,688
register,-0.212792898,687
occasionally,0.098079483,683
couldnt,-0.327416022,682
enjoyed,0.163429564,681
caused,-0.096919045,679
binary,0.171500927,679
whether,0.203844733,678
fabulous,0.475408353,678
eris,-0.165769874,675
sooo,0.067717285,675
isnt,-0.456021627,673
poorly,-0.430779407,673
barely,-0.33383357,673
answers,-0.197566303,673
road,0.057305827,673
losing,-0.10281703,671
txt,-0.076605223,671
unresponsive,-0.445421111,670
unstable,-0.439814677,667
written,-0.083570149,666
connecting,-0.117079767,665
common,-0.10474972,665
sexy,0.46267948,665
palm,0.051832517,664
inaccurate,-0.747219477,663
unreliable,-0.628499645,661
blackberry,0.06063104,661
honeycomb,0.081577568,659
pure,0.064534643,658
ratings,0.101562082,658
apk,0.111376533,656
genius,0.347174796,656
excelent,0.675527,656
killed,-0.553981126,654
startup,-0.154680575,652
trip,0.069451673,652
slows,-0.458095439,649
classic,0.107432172,649
clicking,0.057814337,648
must-have,0.498149372,648
moves,-0.111786452,647
tmobile,-0.0676514,644
hog,-0.386922315,642
lil,0.058474962,642
rip,-0.495546433,640
ideas,-0.104763857,640
hardly,-0.365475756,638
promised,0.09988855,638
reads,-0.072598299,637
yea,0.320927858,636
scam,-0.794629108,633
figured,0.223957617,632
surprised,0.175950421,631
sensitive,-0.063058685,630
obviously,0.111756836,627
slick,0.15484713,627
trash,-0.773192718,626
compare,0.067843187,626
knew,0.132795952,626
incorrect,-0.429081499,624
ex,0.051439552,624
killing,-0.083804785,623
doubt,0.100504776,623
infuse,-0.058402093,621
dude,0.072992786,619
glitchy,-0.377850763,617
yr,0.059433257,616
drawer,0.073670962,616
forcing,-0.368221491,615
replaced,0.122110936,615
enjoyable,0.140390553,615
episodes,-0.182509662,612
dollars,-0.083546311,612
scanning,-0.07803871,612
ty,0.21791822,612
wouldnt,-0.604582221,611
btw,0.116864337,611
worry,0.476429995,611
resolved,0.055860397,610
previously,0.096942998,606
buddy,0.241740543,606
japanese,-0.067741137,605
dream,0.260365626,604
#,-0.06672718,603
sends,-0.349624699,602
weak,-0.782438717,600
ms,0.08548178,597
att,-0.117019178,596
quicker,0.075138079,595
dosent,-0.843988076,587
installation,-0.197297954,587
deserve,0.106390097,587
harder,-0.073437287,585
yesterday,0.062904411,581
shazam,0.055334599,579
earlier,0.080225438,578
hardware,0.147545366,576
channel,-0.066356434,575
kudos,0.154322121,575
irritating,-0.319296334,574
clunky,-0.161843124,574
removing,-0.15108043,574
method,0.132113242,573
states,-0.090272437,572
blows,-0.537418219,568
emoji,-0.074281752,568
adw,0.102957485,568
dnt,-0.637897543,566
mad,-0.218986282,566
arrow,-0.05190487,566
notch,0.22806695,566
loud,-0.069824969,565
reinstalling,0.228005183,565
easiest,0.242761603,565
gorgeous,0.385253457,563
translation,-0.123112535,562
empty,-0.094015773,561
dell,-0.057284093,560
carry,0.196732062,559
muy,0.199722975,558
translate,-0.075972331,556
channels,-0.084386258,553
frequent,0.130740236,551
secure,0.137705732,551
loop,-0.353012791,550
direction,-0.094589705,549
gift,0.059282118,549
ally,-0.144097417,548
badly,-0.187964426,547
charged,-0.251397143,544
disappear,-0.217239691,544
requests,-0.087367698,544
slightly,0.10730742,544
dates,-0.060988492,543
advertising,-0.367469944,541
sadly,-0.084707731,540
terrific,0.447152194,540
practical,0.088929756,539
nt,-0.599394897,536
menus,0.061280497,535
colours,-0.064596844,534
imagine,0.367746337,532
steps,-0.139795014,529
slider,0.050182379,528
flipboard,0.080754869,528
frustrated,-0.158702295,527
na,-0.094706812,527
fab,0.422891093,527
bless,0.10617901,526
sell,-0.124716925,525
unnecessary,-0.084123215,525
cuts,-0.342819709,523
dial,-0.089285343,523
records,-0.07841843,522
hello,-0.123589687,521
connects,-0.097536646,520
wasting,-0.240777671,519
def,0.067592211,518
enjoying,0.214579891,518
overclock,0.135149894,517
global,-0.097868791,515
bye,-0.219113641,514
blocks,-0.097121586,513
gd,0.351620145,512
bomb,0.554085113,512
dose,-0.109455674,507
protection,0.068812691,507
reminds,0.106931824,507
bloat,-0.675179056,506
5stars,0.181120874,506
slideit,0.079312916,505
calc,0.123415133,505
exellent,0.731056969,505
cliq,-0.338956849,504
passwords,-0.210208364,504
angry,-0.084146315,504
bravo,0.362628711,504
normally,0.164519307,503
expired,-0.477698679,500
confused,-0.378717858,500
ne,-0.436724361,498
brother,-0.054558044,498
prob,0.202253049,498
elegant,0.22895837,497
ultimate,0.328544903,497
loses,-0.278311407,495
invalid,-0.510023312,494
perfection,0.503269093,494
unwanted,-0.22893756,493
children,-0.101591557,493
activate,-0.17966399,492
xd,0.241984787,492
unlimited,0.124939242,491
balls,-0.183525267,490
cm9,0.057558212,487
knowing,0.19642964,487
meant,0.155579104,485
compatibility,-0.060017132,484
helping,0.062767656,483
superior,0.077183055,483
resources,0.082894102,482
shuffle,0.097840163,482
cents,0.093825755,481
smoother,0.103082988,481
hmm,-0.258956906,480
flexible,0.059572557,479
blah,-0.229893218,478
refunded,-0.438706672,477
cheers,0.171249755,477
curve,0.085732698,476
restored,0.090067461,476
fancy,0.181583627,476
child,-0.058810136,475
letting,-0.212623437,474
incoming,-0.092178682,474
refreshing,0.078154742,474
tapping,0.143481559,474
screwed,-0.385513037,473
rich,0.070510807,472
bullshit,-1.012563896,470
causing,-0.079183344,470
fly,0.055632137,469
installs,-0.281942647,468
ignore,0.084206534,468
pos,-0.715898292,467
wth,-0.737111225,466
popup,0.094616176,466
misleading,-0.844690976,465
con,-0.101610002,465
relaxing,0.185673475,465
terms,-0.113832835,463
symbols,-0.077284615,463
leaves,-0.089992864,462
idiots,0.55529503,462
burn,0.133842669,459
intended,0.150974782,458
disappeared,-0.350256679,455
costs,-0.196789002,455
#1,0.392617405,455
wonderfully,0.29948805,454
gold,0.124854679,453
bc,0.138503405,453
clever,0.298710771,453
prompt,0.11887377,452
$1 ,0.053481804,450
sygic,0.169823242,449
locking,-0.143883215,446
difficulty,-0.069033266,446
realize,0.267400392,445
restarts,-0.466856361,444
app2sd,-0.125204507,444
explain,-0.205876271,443
noise,-0.150856641,442
donation,0.062376863,442
cat,0.065161919,442
locale,0.12981165,442
hooked,0.211849456,442
sorted,0.136283224,441
unblock,0.325471474,441
2nd,0.113852013,440
boy,0.122559893,440
unavailable,-0.823354071,438
heck,-0.394283091,437
recipes,-0.198563744,436
nope,-0.897085546,435
boxes,-0.099949824,435
tip,0.137562091,435
abandoned,-0.689348865,434
sometime,0.07459318,434
command,0.054580625,433
FALSE,-0.401362892,432
streams,-0.053438996,432
nuff,0.325412851,432
500,-0.161649737,431
appointments,-0.078186648,431
stopping,-0.310293074,430
idiot,0.242202132,430
er,-0.101907743,429
disappears,-0.383218849,428
comprehensive,0.22927956,427
outdated,-0.477961928,425
emojis,-0.087759808,424
highlighting,-0.086686883,424
tones,-0.055660463,424
trick,0.068735848,424
intrusive,-0.154898628,423
nyc,0.141022351,423
thinks,-0.091796529,422
flaws,0.061782945,422
greatly,0.076073702,422
14,-0.143160936,421
economist,-0.061987082,417
fresh,0.148548015,417
keeper,0.239646292,417
pathetic,-0.737857245,416
buffering,-0.115579089,416
failure,-0.470688017,414
pre,0.062510766,414
den,-0.068957961,413
coolest,0.424835421,413
personally,0.063710356,411
eventually,0.099698013,411
stinks,-1.186151698,410
restarting,-0.076927784,410
droid2,-0.064672688,410
mistakes,-0.10063318,408
fcs,-0.394745713,407
felt,0.065855631,407
